8.000000000000000444e-01 8.000000000000000444e-01 9.798639999999999418e+03
8.148147999999999502e-01 8.000000000000000444e-01 9.792873999999999796e+03
8.296295999999999671e-01 8.000000000000000444e-01 9.787165000000000873e+03
8.444445000000000423e-01 8.000000000000000444e-01 9.781522000000000844e+03
8.592592000000000008e-01 8.000000000000000444e-01 9.775980999999999767e+03
8.740740999999999650e-01 8.000000000000000444e-01 9.770597999999999956e+03
8.888888999999999818e-01 8.000000000000000444e-01 9.765433000000000902e+03
9.037036999999999987e-01 8.000000000000000444e-01 9.760545000000000073e+03
9.185185000000000155e-01 8.000000000000000444e-01 9.755978999999999360e+03
9.333333000000000323e-01 8.000000000000000444e-01 9.751762000000000626e+03
9.481481000000000492e-01 8.000000000000000444e-01 9.747897999999999229e+03
9.629630000000000134e-01 8.000000000000000444e-01 9.744388999999999214e+03
9.777778000000000302e-01 8.000000000000000444e-01 9.741224000000000160e+03
9.925926000000000471e-01 8.000000000000000444e-01 9.738397999999999229e+03
1.007406999999999941e+00 8.000000000000000444e-01 9.735912000000000262e+03
1.022221999999999964e+00 8.000000000000000444e-01 9.733763000000000829e+03
1.037036999999999987e+00 8.000000000000000444e-01 9.731945999999999913e+03
1.051852000000000009e+00 8.000000000000000444e-01 9.730456000000000131e+03
1.066667000000000032e+00 8.000000000000000444e-01 9.729271000000000640e+03
1.081480999999999915e+00 8.000000000000000444e-01 9.728368000000000393e+03
1.096295999999999937e+00 8.000000000000000444e-01 9.727709000000000742e+03
1.111110999999999960e+00 8.000000000000000444e-01 9.727254999999999200e+03
1.125925999999999982e+00 8.000000000000000444e-01 9.726962999999999738e+03
1.140741000000000005e+00 8.000000000000000444e-01 9.726793999999999869e+03
1.155556000000000028e+00 8.000000000000000444e-01 9.726713999999999942e+03
1.170369999999999910e+00 8.000000000000000444e-01 9.726694999999999709e+03
1.185184999999999933e+00 8.000000000000000444e-01 9.726716000000000349e+03
1.199999999999999956e+00 8.000000000000000444e-01 9.726763999999999214e+03
8.000000000000000444e-01 8.148147999999999502e-01 9.795790999999999258e+03
8.148147999999999502e-01 8.148147999999999502e-01 9.789869000000000597e+03
8.296295999999999671e-01 8.148147999999999502e-01 9.784000000000000000e+03
8.444445000000000423e-01 8.148147999999999502e-01 9.778193999999999505e+03
8.592592000000000008e-01 8.148147999999999502e-01 9.772487999999999374e+03
8.740740999999999650e-01 8.148147999999999502e-01 9.766938000000000102e+03
8.888888999999999818e-01 8.148147999999999502e-01 9.761611999999999171e+03
9.037036999999999987e-01 8.148147999999999502e-01 9.756572000000000116e+03
9.185185000000000155e-01 8.148147999999999502e-01 9.751862999999999374e+03
9.333333000000000323e-01 8.148147999999999502e-01 9.747515999999999622e+03
9.481481000000000492e-01 8.148147999999999502e-01 9.743540000000000873e+03
9.629630000000000134e-01 8.148147999999999502e-01 9.739935999999999694e+03
9.777778000000000302e-01 8.148147999999999502e-01 9.736699000000000524e+03
9.925926000000000471e-01 8.148147999999999502e-01 9.733827999999999520e+03
1.007406999999999941e+00 8.148147999999999502e-01 9.731318999999999505e+03
1.022221999999999964e+00 8.148147999999999502e-01 9.729175999999999476e+03
1.037036999999999987e+00 8.148147999999999502e-01 9.727391999999999825e+03
1.051852000000000009e+00 8.148147999999999502e-01 9.725958000000000538e+03
